id,PlayerName,DraftAge,country_group,Height,Weight,Position,CSS_rank,rs_GP,rs_G,rs_A,rs_P,rs_PIM,rs_PlusMinus,po_GP,po_G,po_A,po_P,po_PIM,po_PlusMinus,sum_7yr_GP,GP_greater_than_0,sum_wk_xk,class_0_prob,LeafNode
3222,Tommi Hannus,18,EURO,72,190,R,24,52,22,19,41,20,5,7,1,2,3,4,0,0,no,1.7460800000000003,0.14854230704002855,6
81635,Brad Twordik,19,CAN,70,201,L,0,69,23,49,72,81,22,18,5,11,16,35,9,0,no,-0.5832839999999998,0.64182270410959863,6
51896,Ian Jacobs,18,CAN,76,234,D,0,61,7,8,15,23,5,10,0,0,0,4,-2,0,no,0.17309800000000047,0.45683322974491747,6
82978,David Bernier,20,CAN,74,187,R,0,70,35,53,88,88,34,14,7,8,15,1,0,0,no,0.1679660000000018,0.45810694630307014,6
82977,Sean Griffin,18,CAN,75,216,D,0,63,0,6,6,97,4,12,0,0,0,13,-5,0,no,0.39937600000000023,0.40146227182099903,6
20971,Mark Kosick,19,CAN,72,187,C,0,45,14,32,46,18,12,0,0,0,0,0,0,0,no,1.0439340000000001,0.26039163951698274,6
201,David Petrasek,22,EURO,73,207,D,0,47,6,10,16,90,7,5,2,2,4,14,1,0,no,1.9161340000000007,0.12829329611004325,6
12577,Chris Lyness,18,CAN,74,205,D,0,65,2,15,17,100,9,6,0,1,1,12,2,0,no,0.4127970000000008,0.39824164303121912,6
42142,Jason Metcalfe,20,CAN,73,203,D,0,66,2,21,23,270,28,5,0,1,1,8,-3,0,no,0.9044030000000003,0.28814652060543278,6
306,Pelle Prestberg,23,EURO,70,172,R,0,49,29,15,44,22,19,12,9,2,11,8,10,0,no,2.542256,0.072948459887021852,6
14644,Kevin Mitchell,18,USA,73,194,D,0,65,10,46,56,73,11,13,1,9,10,14,3,0,no,-0.0392329999999996,0.50980699209896374,6
6627,Brent Mcdonald,19,CAN,71,185,R,0,69,18,27,45,93,10,5,0,2,2,4,-3,0,no,0.7236060000000004,0.32659941194284919,6
17231,Maxim Spiridonov,20,EURO,70,185,R,0,66,54,44,98,52,23,19,3,4,7,4,2,0,no,1.5012420000000002,0.18224035697157923,6
137,Rastislav Pavlikovsky,21,EURO,71,198,C,0,78,19,30,49,54,15,2,0,0,0,6,-1,0,no,1.7373550000000006,0.14964921040298088,6
83097,Darcy Harris,20,CAN,73,181,R,0,61,21,19,40,200,1,6,2,4,6,28,-1,0,no,0.6897410000000004,0.33409069156422511,6
12028,Dan Cavanaugh,19,USA,74,196,C,54,36,6,8,14,60,1,0,0,0,0,0,0,0,no,1.6235480000000004,0.16471613868424473,6
15978,Matt Zultek,20,CAN,76,231,L,0,56,33,33,66,71,35,9,6,2,8,4,6,0,no,0.18297300000000105,0.45438394448917507,6
15947,Jeremy Van Hoof,20,CAN,74,185,D,0,65,1,14,15,49,11,20,3,4,7,27,5,0,no,0.5242300000000011,0.37186365138051353,6
15116,Ed Hill,19,USA,74,218,D,30,53,7,17,24,42,24,12,0,2,2,8,3,0,no,0.5327600000000008,0.36987339222791854,6
12308,Andre Lakos,20,EURO,79,238,D,102,68,4,23,27,46,33,12,3,3,6,8,3,0,no,1.0332780000000004,0.2624490892208371,6
118,Johan Halvardsson,20,EURO,75,205,D,74,39,1,2,3,73,6,0,0,0,0,0,0,0,no,2.2601970000000002,0.094473514594622887,6
3575,Rod Sarich,18,EURO,75,187,D,132,63,3,15,18,22,15,21,1,2,3,8,-4,0,no,1.7082760000000008,0.15338746021321281,6
8473,Jonathan Zion,18,CAN,73,205,D,72,60,8,33,41,10,25,9,2,3,5,8,5,0,no,0.08446800000000049,0.47889554658829359,6
16859,Chad Starling,19,CAN,78,205,D,55,65,4,13,17,101,18,14,0,0,0,8,-5,0,no,0.6428419999999999,0.34460438426832629,6
57268,Jeff Feniak,18,CAN,76,209,D,71,39,1,4,5,81,14,17,0,1,1,16,-3,0,no,0.7141519999999997,0.32868204991990679,6
12795,Preston Mizzi,19,CAN,71,192,C,94,67,29,29,58,74,15,5,2,3,5,15,-3,0,no,0.2964370000000002,0.42642871831646523,6
78414,Ryan Thorpe,18,CAN,76,216,L,97,41,12,4,16,89,9,0,0,0,0,0,0,0,no,0.966966,0.2754856556296929,6
15027,Konstantin Panov,19,EURO,72,243,R,70,62,33,30,63,62,17,13,5,3,8,10,2,0,no,0.9158230000000017,0.28580975076536225,6
13435,Michael Jacobsen,18,CAN,73,201,D,125,68,5,27,32,33,33,21,0,4,4,10,15,0,no,0.5442100000000001,0.36720877358188747,6
16858,Dusty Jamieson,18,CAN,74,196,L,58,66,16,28,44,10,20,6,1,0,1,2,-1,0,no,0.4430610000000007,0.39101183641778642,6
27219,Tomas Skvaridlo,18,EURO,74,209,R,22,52,22,13,35,46,11,0,0,0,0,0,0,0,no,1.6701100000000002,0.15840951354057078,6
12636,Matt Kinch,19,CAN,71,187,D,0,68,14,69,83,16,50,21,7,23,30,8,14,0,no,-0.8893940000000007,0.70876509961042378,6
15576,Gregor Baumgartner,20,EURO,73,198,R,0,68,33,58,91,14,4,23,8,8,16,8,-3,0,no,1.0133880000000002,0.26631733737596458,6
17165,Jan Sochor,19,EURO,72,205,R,78,47,10,11,21,14,7,0,0,0,0,0,0,0,no,2.004862,0.11869338758372079,6
10422,Cory Pecker,18,CAN,72,198,R,69,68,25,34,59,24,20,5,1,2,3,2,-1,0,no,0.22888700000000048,0.44302676521734718,6
175,Jan Sandstrom,21,EURO,72,196,D,0,47,2,7,9,18,7,0,0,0,0,0,0,0,no,2.155295,0.10383746100732087,6
12753,Scott Cameron,18,CAN,72,187,L,42,66,10,32,42,14,23,12,2,2,4,2,4,0,no,0.6675180000000002,0.33905282470102949,6
78936,Brett Draney,18,CAN,72,179,L,0,58,7,10,17,48,10,15,1,1,2,8,0,0,no,1.0728749999999998,0.25485672325596243,6
11822,Kevin Baker,20,CAN,72,192,R,0,68,44,37,81,66,32,12,12,5,17,12,14,0,no,0.21675900000000078,0.44602143086370188,6
3248,Arto Laatikainen,19,EURO,71,183,D,34,73,1,16,17,48,3,5,1,3,4,2,1,0,no,1.752372000000001,0.14774826920506798,6
3228,Mikko Ruutu,21,EURO,76,183,R,0,49,13,8,21,38,6,4,0,0,0,2,-2,0,no,2.4526240000000006,0.079246872773669971,6
70121,Jim Baxter,20,CAN,75,236,D,0,66,22,52,74,20,8,14,4,8,12,4,-2,0,no,-0.5607779999999991,0.63663253535210373,6
79014,Bret Dececco,19,CAN,71,190,R,0,72,57,43,100,81,26,11,1,4,5,21,-3,0,no,-0.3915039999999997,0.59664470418820947,6
3239,Erkki Rajamaki,21,EURO,74,212,L,0,28,2,2,4,10,1,0,0,0,0,0,0,0,no,2.4433730000000002,0.079924521533853557,6
65116,Eric Betournay,18,CAN,73,198,C,46,70,16,29,45,57,3,23,2,6,8,18,1,0,no,0.39483199999999996,0.40255463825088855,6
65114,David Evans,19,USA,74,201,L,91,33,6,10,16,6,2,0,0,0,0,0,0,0,no,1.3197380000000005,0.2108618867528092,6
16060,Brad Self,18,CAN,71,194,C,0,48,17,12,29,8,14,5,1,0,1,4,-2,0,no,0.8310610000000006,0.30342077405462936,6
64943,Anton Borodkin,18,EURO,71,194,L,131,71,8,29,37,98,2,12,0,1,1,8,-2,0,no,1.8380160000000008,0.13728610576490596,6
9594,Dmitri Kirilenko,20,EURO,71,196,R,58,44,7,9,16,28,5,0,0,0,0,0,0,0,no,2.341660000000001,0.087730967029004792,6
27901,Jerome Marois,18,CAN,73,194,L,95,52,8,15,23,48,12,12,0,4,4,13,0,0,no,0.6502850000000008,0.3429253161020418,6
10900,James Desmarais,20,CAN,70,174,C,0,66,62,73,135,127,44,11,6,7,13,14,-3,0,no,-0.2335169999999999,0.55811540270817894,6
15689,Darrell Hay,19,CAN,72,201,D,157,72,13,49,62,87,27,12,2,10,12,22,5,0,no,-0.4445989999999988,0.60935433312165166,6
18536,Mikhail Donika,20,EURO,71,203,D,0,50,2,4,6,16,1,0,0,0,0,0,0,0,no,1.9806799999999998,0.12124636816303998,6
19111,Alexander Tatarinov,18,EURO,71,216,R,23,45,14,12,26,105,6,0,0,0,0,0,0,0,no,1.9450770000000004,0.12509115415202543,6
12550,Agris Saviels,18,EURO,74,201,D,38,75,9,27,36,70,7,0,0,0,0,0,0,0,no,1.377792000000001,0.20136384834246218,6
3188,Tuukka Makela,18,EURO,75,225,D,31,44,3,6,9,44,3,2,0,0,0,0,0,0,no,1.640579000000001,0.16238629335085569,6
15090,Maxim Birbraer,20,EURO,75,220,L,41,51,56,38,94,58,12,0,0,0,0,0,0,0,no,1.2949340000000003,0.21501885102151733,6
13797,Thatcher Bell,18,CAN,72,187,C,23,53,26,43,69,61,13,5,0,0,0,15,0,0,no,0.5069190000000002,0.37591606111836645,6
632,Mattias Nilsson,18,EURO,76,203,D,71,55,6,6,12,94,2,8,0,1,1,10,0,0,no,1.7317160000000003,0.15036821611994358,6
60498,Alexander Lyubimov,20,EURO,75,223,D,28,34,4,4,8,24,7,7,0,1,1,2,0,0,no,1.931745000000001,0.12655756078938876,6
25698,Jan Bohac,18,EURO,75,201,C,25,60,9,12,21,12,6,7,0,1,1,4,0,0,no,1.8416970000000006,0.13685071496803186,6
15025,Alexei Tereschenko,20,EURO,70,185,C,22,35,4,6,10,12,6,16,1,1,2,8,0,0,no,2.7111120000000004,0.062320837855122463,6
15257,Tim Branham,19,USA,74,194,D,129,60,8,27,35,78,16,25,4,7,11,17,8,0,no,0.6883580000000009,0.33439844381191808,6
55443,Miguel Delisle,18,CAN,73,201,R,59,54,20,29,49,73,13,11,4,1,5,28,-1,0,no,0.09654300000000043,0.47588297908408506,6
11547,Carl Mallette,19,CAN,73,194,C,37,69,49,76,125,97,3,6,6,3,9,28,-1,0,no,-0.4905549999999995,0.62023716744197899,6
345,Johan Eneqvist,18,EURO,72,198,C,32,59,16,24,40,60,2,7,1,1,2,28,0,0,no,1.313951000000001,0.21182644989828961,6
11610,Jared Newman,18,USA,74,198,D,55,50,1,15,16,123,11,23,0,5,5,34,9,0,no,0.6320690000000007,0.34704154647330071,6
27991,Premysl Duben,19,EURO,75,216,D,77,46,4,3,7,46,11,11,0,1,1,4,0,0,no,1.864210000000001,0.13421309641006413,6
807,Johan Hagglund,18,EURO,74,201,C,42,59,11,13,24,89,2,8,2,1,3,6,0,0,no,2.008750000000001,0.11828728487136068,6
19122,Alexander Seluyanov,18,EURO,74,190,D,34,37,4,7,11,18,2,0,0,0,0,0,0,0,no,2.017712000000001,0.11735578228924277,6
18844,Dmitri Upper,22,EURO,73,203,C,0,43,20,10,30,66,7,5,1,1,2,4,0,0,no,2.4591839999999996,0.078769529772345803,6
60902,Scott Heffernan,18,CAN,77,212,D,114,55,5,10,15,24,8,7,0,1,1,4,-2,0,no,0.4518270000000007,0.38892646833984357,6
22615,Wade Davis,18,CAN,77,216,D,51,61,3,15,18,59,32,13,0,2,2,15,8,0,no,0.23599799999999999,0.44127281514450128,6
24736,Michal Pinc,19,EURO,71,176,C,74,58,19,43,62,131,5,11,0,5,5,18,-6,0,no,1.7200250000000004,0.15186794352685226,6
44320,Pavel Duma,19,EURO,74,198,D,0,44,3,8,11,20,9,7,0,0,0,2,0,0,no,1.9882280000000014,0.12044445765728343,6
9556,Denis Denisov,19,EURO,72,194,D,57,47,2,9,11,20,3,0,0,0,0,0,0,0,no,2.0014560000000006,0.11905013609947165,6
60909,Bill Cass,20,USA,71,190,D,81,41,1,8,9,26,1,0,0,0,0,0,0,0,no,1.3832760000000002,0.20048337511239364,6
17101,Nate Kiser,18,USA,73,225,D,77,63,3,5,8,102,18,23,1,1,2,18,4,0,no,0.6089650000000002,0.3522953315469991,6
16744,Artyom Chernov,18,EURO,71,207,L,46,25,11,9,20,20,4,5,0,0,0,0,0,0,no,2.196553000000001,0.10006045819892982,6
60994,Petr Chvojka,18,EURO,72,207,D,35,38,6,8,14,73,11,1,0,0,0,0,0,0,no,1.8939240000000008,0.13079770451569689,6
21101,Shaun Norrie,18,CAN,75,192,R,112,67,12,13,25,94,11,13,3,2,5,8,-1,0,no,0.8214210000000002,0.30546210431603649,6
9382,Patrick Foley,19,USA,73,220,R,97,37,4,7,11,92,2,0,0,0,0,0,0,0,no,1.356932,0.20473938514109083,6
55441,Aaron Gionet,18,CAN,74,205,D,89,68,5,6,11,243,8,4,0,0,0,8,-1,0,no,0.9002390000000013,0.28900138527785596,6
28514,Ladislav Vlcek,19,EURO,73,185,C,0,60,22,18,40,24,4,5,2,2,4,4,0,0,no,1.8918750000000004,0.13103083091681164,6
18379,Colin Shields,20,EURO,71,181,C,0,59,50,54,104,44,4,3,1,3,4,2,0,0,no,1.5805210000000012,0.17072170837260772,6
18378,Paul Ballantyne,18,CAN,75,201,D,60,58,4,15,19,60,17,17,2,3,5,17,8,0,no,0.4928420000000003,0.37922429398648594,6
3213,Janne Jokila,18,EURO,69,181,L,50,48,15,17,32,46,5,13,3,3,6,4,0,0,no,2.070040000000001,0.11204305891875894,6
18377,Yevgeni Fyodorov,20,EURO,70,196,C,0,44,6,9,15,24,6,3,0,1,1,4,0,0,no,2.316797,0.089741361926478219,6
61168,Chris Berti,19,CAN,77,214,C,116,62,8,11,19,131,4,7,1,0,1,13,-1,0,no,0.9404920000000002,0.28080097159017964,6
462,Tim Eriksson,18,EURO,69,168,R,63,59,21,35,56,118,8,6,1,6,7,4,0,0,no,1.861049000000001,0.13458082930992987,6
12848,Cliff Loya,19,USA,74,205,D,62,31,0,5,5,22,5,0,0,0,0,0,0,0,no,1.1745040000000009,0.23604183023019776,6
3192,Markus Seikola,18,EURO,74,194,D,0,45,19,15,34,18,6,13,1,0,1,0,0,0,no,1.8700430000000015,0.13353674715338595,6
18374,Igor Samoilov,18,EURO,72,194,D,29,42,0,4,4,34,5,0,0,0,0,0,0,0,no,1.998623000000001,0.1193475740157303,6
3220,Marco Tuokko,21,EURO,73,198,L,0,54,10,10,20,73,11,11,2,2,4,6,2,0,no,2.2618060000000004,0.094335957213563679,6
18321,David Hajek,20,EURO,75,205,D,86,41,3,12,15,34,9,12,1,3,4,10,1,0,no,1.8755980000000008,0.13289531504697044,6
61189,Matt Sommerfeld,18,CAN,74,203,L,0,67,1,3,4,215,3,5,0,0,0,15,0,0,no,0.9783590000000002,0.27321751525000976,6
6042,Eric Johansson,20,CAN,72,187,C,0,69,44,59,103,73,8,5,1,2,3,5,-3,0,no,0.3763520000000008,0.40700705073989946,6
3225,Pasi Saarinen,23,EURO,71,198,D,0,50,9,19,28,79,10,3,0,0,0,26,-1,0,no,1.7392490000000007,0.14940835061087571,6
24113,Tim Smith,19,CAN,69,185,C,0,71,26,70,96,65,29,15,7,7,14,32,3,0,no,-0.4756559999999993,0.61672157909358893,6
9598,Yevgeni Muratov,19,EURO,69,176,R,0,44,17,11,28,8,8,9,0,0,0,2,0,0,no,2.371549000000001,0.085368115189641186,6
61191,Ryan Courtney,18,CAN,75,205,C,144,65,10,22,32,44,10,12,0,1,1,9,-1,0,no,0.7138640000000002,0.32874560030109029,6
18315,Martin Paroulek,21,EURO,72,174,R,0,48,11,14,25,26,11,8,1,1,2,4,-2,0,no,2.4552480000000005,0.079055619139411115,6
18314,Milan Kopecky,19,EURO,72,183,C,0,38,17,7,24,24,10,7,5,3,8,0,7,0,no,2.4427990000000004,0.079966741716997955,6
18313,Louis Mandeville,18,CAN,75,236,D,0,50,5,11,16,31,2,11,2,1,3,4,2,0,no,0.33820000000000056,0.41624678473793669,6
9569,Andrei Taratukhin,18,EURO,74,223,C,34,47,21,31,52,79,4,0,0,0,0,0,0,0,no,1.6942150000000007,0.15522233053047504,6
8053,Martin Podlesak,19,EURO,77,227,C,38,60,21,19,40,59,3,3,1,1,2,2,-1,0,no,1.569965,0.17222138131783524,6
463,Andreas Holmqvist,20,EURO,76,216,D,22,43,5,15,20,44,26,0,0,0,0,0,0,0,no,1.7120300000000004,0.15290060078718479,6
9566,Igor Grigorenko,18,EURO,70,214,R,25,45,16,14,30,96,11,0,0,0,0,0,0,0,no,1.8847030000000002,0.1318496105875458,6
12671,Robin Leblanc,18,CAN,73,198,R,92,61,24,38,62,33,16,11,7,8,15,8,5,0,no,0.04357700000000059,0.48910747364683244,6
16663,Joel Stepp,18,CAN,70,187,C,42,70,24,13,37,89,23,22,6,3,9,24,0,0,no,0.4360170000000009,0.39269044657816082,6
27,Yared Hagos,18,EURO,73,218,C,24,43,11,26,37,24,1,10,4,1,5,4,-2,0,no,1.735168,0.1499277289047172,6
3221,Henrik Juntunen,18,EURO,74,212,R,40,63,32,20,52,107,2,4,2,2,4,2,-1,0,no,1.4670650000000007,0.18738912945580954,6
12044,Alexandre Rouleau,18,EURO,73,192,D,135,70,8,17,25,124,16,21,1,0,1,46,9,0,no,1.2675710000000016,0.21967334036849673,6
58597,Igor Valeyev,20,EURO,72,223,L,0,62,17,61,78,175,4,7,0,2,2,24,-2,0,no,1.0820740000000002,0.25311373210465521,6
57296,Daniel Volrab,18,EURO,73,187,L,56,60,13,10,23,34,17,2,1,0,1,0,-1,0,no,1.867294,0.13385513988127126,6
8421,Miroslav Blatak,19,EURO,72,201,D,41,51,3,17,20,30,4,9,1,0,1,2,-2,0,no,1.8820710000000014,0.13215117526645509,6
15719,Colt King,18,CAN,74,220,R,30,65,25,27,52,129,8,4,0,1,1,8,-2,0,no,0.25588100000000064,0.43637651784725262,6
8504,Ben Eaves,19,USA,68,179,C,115,41,13,26,39,12,6,0,0,0,0,0,0,0,no,1.4784030000000008,0.18566875789761955,6
3211,Tommi Jaminki,18,EURO,74,209,L,29,70,17,19,36,34,3,0,0,0,0,0,0,0,no,1.463276000000001,0.18796678084960627,6
2561,Tuukka Mantyla,20,EURO,67,187,D,27,76,11,22,33,58,15,10,2,2,4,10,7,0,no,1.6873950000000009,0.15611873024156891,6
22961,Michal Vondrka,19,EURO,73,190,L,0,43,10,14,24,39,1,7,0,1,1,0,-6,0,no,2.164161,0.10301532625817819,6
30,Andreas Jamtin,18,EURO,72,194,L,36,37,18,21,39,155,2,0,0,0,0,0,0,0,no,2.3199810000000007,0.089481607339823577,6
15678,Dmitri Syomin,18,EURO,74,201,C,54,27,7,7,14,4,2,11,2,3,5,2,0,0,no,2.2836900000000004,0.092482786390383445,6
21472,Stefan Schauer,18,EURO,73,187,D,0,56,4,9,13,54,6,5,0,1,1,0,0,0,no,1.9151870000000006,0.1283992403127372,6
9563,Yuri Trubachyov,18,EURO,68,203,C,23,40,8,12,20,30,8,0,0,0,0,0,0,0,no,2.122061,0.10697102726981393,6
52122,Michal Blazek,19,EURO,74,187,D,99,45,9,12,21,110,29,7,0,6,6,6,7,0,no,1.9391900000000006,0.12573687048462207,6
12476,Dustin Johner,18,CAN,71,179,C,128,72,25,31,56,45,5,9,1,5,6,6,0,0,no,0.5797590000000009,0.35898804964710063,6
3212,Teemu Jaaskelainen,18,EURO,73,209,D,0,64,9,2,11,50,1,0,0,0,0,0,0,0,no,1.54966,0.17513538015173474,6
12836,Sean Curry,19,USA,77,229,D,76,72,5,12,17,113,1,0,0,0,0,0,0,0,no,0.5982879999999999,0.35473546999290367,6
8038,Jan Platil,18,EURO,74,207,D,104,67,6,18,24,134,5,5,0,0,0,12,0,0,no,1.5263050000000007,0.17853495177057974,6
936,Pontus Petterstrom,19,EURO,72,192,L,49,45,8,8,16,30,2,0,0,0,0,0,0,0,no,2.2398070000000008,0.096232325934112031,6
13648,Frantisek Lukes,19,EURO,71,187,R,112,61,23,33,56,37,16,18,4,9,13,12,3,0,no,1.3959710000000005,0.19845623137281848,6
8030,Carter Trevisani,19,EURO,73,198,D,31,45,9,11,20,24,5,20,1,4,5,26,3,0,no,1.4781360000000008,0.1857091305830692,6
38457,Marek Dubec,19,EURO,72,190,L,0,45,27,15,42,52,30,8,7,2,9,20,7,0,no,1.4952360000000013,0.18313713276899876,6
26581,Jean-Francois Soucy,19,CAN,77,203,L,0,65,6,12,18,94,1,0,0,0,0,0,0,0,no,0.9567689999999995,0.2775255610316521,6
9448,Gregg Johnson,19,USA,72,187,L,80,35,5,5,10,20,2,0,0,0,0,0,0,0,no,1.5411700000000004,0.1763652555742144,6
18146,Mario Cartelli,22,EURO,73,203,D,0,58,11,18,29,32,12,0,0,0,0,0,0,0,no,1.9054990000000005,0.12948736104775965,6
15331,Grant Jacobsen,18,CAN,75,209,C,175,64,10,25,35,40,7,6,0,1,1,4,-1,0,no,0.6912330000000005,0.33375884241137455,6
12678,Severin Blindenbacher,18,EURO,71,190,D,37,45,5,6,11,45,4,10,0,0,0,14,0,0,no,1.8539390000000002,0.13541107628129945,6
17969,Ryan Jorde,19,CAN,75,216,D,0,67,1,6,7,219,3,0,0,0,0,0,0,0,no,0.9765870000000003,0.27356952213145125,6
6364,Marcel Rodman,20,EURO,73,187,C,152,70,43,39,82,16,42,7,4,2,6,2,4,0,no,1.5143800000000012,0.1802905842878707,6
10847,Viktor Hubl,23,EURO,72,179,C,0,74,21,32,53,34,23,11,0,2,2,6,2,0,no,2.2339249999999997,0.096745109632958598,6
15842,Marek Tomica,20,EURO,72,181,C,0,70,7,15,22,22,6,11,0,0,0,0,-2,0,no,2.3939010000000005,0.083638959635828777,6
3233,Juha-Pekka Ketola,18,EURO,74,190,C,0,62,8,15,23,48,3,3,0,0,0,2,0,0,no,2.0578530000000006,0.11326128109589877,6
2714,Jesse Niinimaki,19,EURO,75,196,C,50,43,11,27,38,58,9,3,0,0,0,0,-2,0,no,2.2279400000000007,0.097269375551566575,6
18018,Martin Vagner,20,EURO,74,212,D,0,45,6,12,18,99,28,13,0,3,3,16,8,0,no,1.7584900000000003,0.14697955751732536,6
520,Janos Vas,18,EURO,73,203,R,55,42,18,18,36,66,2,10,10,4,14,6,0,0,no,1.6700599999999997,0.15841617945139808,6
14467,Lee Falardeau,19,USA,75,216,C,31,34,4,10,14,24,8,0,0,0,0,0,0,0,no,1.2580910000000005,0.22130269097767447,6
9396,Brian Mcconnell,19,USA,74,190,C,33,38,11,15,26,68,14,0,0,0,0,0,0,0,no,1.4969550000000005,0.18288011399686863,6
1347,Marius Holtet,18,EURO,73,212,R,76,53,18,13,31,78,4,3,0,1,1,16,0,0,no,1.453664,0.18943831324975965,6
15831,Tomas Linhart,18,EURO,74,227,D,22,37,2,3,5,30,6,2,0,1,1,0,-1,0,no,1.5924300000000007,0.16904228757857581,6
14452,Brian Lee,18,USA,75,198,D,30,66,5,14,19,115,21,21,1,6,7,41,8,0,no,0.01830600000000021,0.49542362779815474,6
3184,Arttu Luttinen,19,EURO,72,196,L,0,24,16,17,33,60,9,1,0,0,0,0,0,0,no,2.308700000000001,0.090404989301327718,6
12033,John Adams,20,USA,74,187,D,63,25,0,5,5,20,14,0,0,0,0,0,0,0,no,1.5072320000000003,0.18134937294954623,6
15514,Marek Chvatal,18,EURO,72,187,D,66,51,10,14,24,99,23,1,0,0,0,0,0,0,no,1.9136870000000001,0.12856720321705825,6
10836,Ahren Spylo,19,CAN,75,225,L,0,52,19,11,30,100,8,9,4,1,5,23,-1,0,no,0.19539200000000012,0.45130681900736014,6
59303,Derek Krestanovic,19,CAN,73,176,C,0,63,15,33,48,93,16,12,7,4,11,16,2,0,no,0.6906000000000004,0.33389961355458581,6
12048,Lance Monych,18,CAN,74,203,C,27,71,18,30,48,96,2,19,4,3,7,20,0,0,no,0.3708260000000009,0.40834144593468313,6
21070,Ivan Tkachenko,23,EURO,71,187,R,0,54,16,24,40,61,24,9,5,2,7,4,6,0,no,2.444548000000001,0.079838158675459681,6
3198,Mikko Kalteva,18,EURO,75,198,D,33,36,5,3,8,16,4,8,2,2,4,0,0,0,no,1.949308000000001,0.12462883334838926,6
58285,Jakub Hulva,18,EURO,73,179,R,0,46,24,24,48,36,29,6,1,0,1,2,-1,0,no,1.867087,0.13387914085413857,6
19350,Scott Dobben,19,CAN,73,205,L,92,68,31,32,63,72,38,21,4,11,15,24,8,0,no,-0.32867300000000055,0.58143646231320545,6
15691,Mark Rooneem,19,CAN,74,192,L,0,69,18,23,41,77,11,4,0,0,0,10,0,0,no,0.5901120000000005,0.35660915671752852,6
11562,Jekabs Redlihs,20,EURO,74,190,D,113,90,12,28,40,69,2,0,0,0,0,0,0,0,no,1.6195040000000003,0.16527328601187644,6
43685,David Turon,19,EURO,74,198,D,28,55,5,12,17,85,18,0,0,0,0,0,0,0,no,1.860725000000001,0.13461856967872154,6
13405,Lane Manson,18,CAN,81,249,D,0,67,4,3,7,88,1,12,0,1,1,6,2,0,no,0.1993340000000004,0.45033085419018415,6
518,Johan Bjork,18,EURO,73,194,D,0,66,2,4,6,96,1,10,0,0,0,10,0,0,no,1.8275169999999996,0.13853433490793812,6
58464,Konstantin Baranov,20,EURO,71,185,R,0,31,3,6,9,26,8,3,0,2,2,0,1,0,no,2.5837290000000017,0.070192963892848001,6
50374,George Davis,19,CAN,74,236,R,0,46,4,1,5,274,2,16,1,2,3,18,-1,0,no,1.1222290000000004,0.24559806105183557,6
10298,David Bararuk,19,CAN,72,174,C,0,72,33,29,62,31,10,12,3,2,5,0,-4,0,no,0.7721969999999999,0.3160040427789923,6
12547,Armands Berzins,19,EURO,75,220,C,78,67,22,21,43,79,12,12,2,2,4,6,-2,0,no,1.5656170000000005,0.17284212100476579,6
15610,Jeremy Swanson,18,CAN,72,207,D,42,67,8,16,24,78,27,20,1,4,5,12,6,0,no,0.3521040000000009,0.41287229971797168,6
11584,Luke Fritshaw,18,CAN,76,207,D,0,64,0,17,17,69,15,0,0,0,0,0,0,0,no,0.45796400000000054,0.38746893064777416,6
3242,Kevin Kantee,18,EURO,74,209,D,62,43,5,10,15,32,5,5,2,1,3,0,0,0,no,1.746092000000001,0.14854078931654874,6
14038,Nikita Korovkin,19,EURO,74,207,D,44,72,4,23,27,103,33,1,0,0,0,2,-1,0,no,1.4055260000000003,0.19694068277604157,6
3179,Kim Hirschovits,20,EURO,73,194,C,0,77,14,23,37,60,21,4,3,6,9,0,4,0,no,1.6723690000000004,0.15810858517332557,6
19744,Jimmy Cuddihy,18,CAN,75,205,C,0,56,9,18,27,49,6,0,0,0,0,0,0,0,no,0.8482190000000004,0.29980659632534506,6
41413,Mathieu Brunelle,19,CAN,71,176,L,0,72,43,64,107,105,14,22,11,13,24,49,14,0,no,-0.8535770000000004,0.70131696111509823,6
9640,Patrik Bartschi,18,EURO,70,196,R,30,49,21,17,38,18,2,13,5,4,9,4,0,0,no,1.7046250000000003,0.15386217837060864,6
49474,Jean-Francois Dufort,20,CAN,74,201,L,0,68,22,41,63,267,21,16,4,9,13,24,3,0,no,0.3010700000000007,0.4252959336531198,6
3240,Joni Lindlof,18,EURO,74,198,L,0,43,21,11,32,26,19,0,0,0,0,0,0,0,no,1.7715940000000006,0.14534421145986079,6
58431,Bryan Hamm,18,CAN,78,247,D,0,39,1,1,2,127,2,4,0,0,0,2,0,0,no,0.6346430000000005,0.34645849839663573,6
14966,Ladislav Kouba,19,EURO,73,207,L,98,62,16,14,30,33,22,23,5,3,8,6,6,0,no,1.863098,0.13434236331127927,6
14087,Adam Taylor,18,CAN,73,205,C,87,72,11,23,34,119,8,19,3,4,7,15,10,0,no,0.8240340000000007,0.30490802525126998,6
22789,Jaroslav Kracik,19,EURO,73,187,C,0,51,19,39,58,46,29,2,0,0,0,0,0,0,no,1.9195630000000004,0.12791030541943682,6
51175,Tyler Boldt,18,CAN,74,198,D,0,62,5,14,19,76,13,4,1,0,1,0,0,0,no,0.6599470000000007,0.34075151736392573,6
3186,Jyri Marttinen,20,EURO,72,194,D,0,77,3,10,13,89,10,1,0,0,0,0,0,0,no,1.8777230000000007,0.13265063344518283,6
